OrderID,CustomerID,OrderDate,ProductID,DiscountedUnitPrice,Quantity,Country,ProductName,CategoryID,UndiscountedUnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CategoryName,Revenue,Discount,%Discount
10650,FAMIA,9/29/1995,53,32.8,25,Brazil,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,820,0,0
10650,FAMIA,9/29/1995,54,7.45,30,Brazil,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,223.5,0,0
10651,WANDK,10/2/1995,19,9.2,12,Germany,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,110.4,0,0
10651,WANDK,10/2/1995,22,21,20,Germany,Gustaf's Knäckebröd,5,21,104,0,25,0,Grains/Cereals,420,0,0
10652,GOURL,10/2/1995,30,25.89,2,Brazil,Nord-Ost Matjeshering,8,25.89,10,0,15,0,Seafood,51.78,0,0
10652,GOURL,10/2/1995,42,14,20,Brazil,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,280,0,0
10653,FRANK,10/3/1995,16,17.45,30,Germany,Pavlova,3,17.45,29,0,10,0,Confections,523.5,0,0
10653,FRANK,10/3/1995,60,34,20,Germany,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,680,0,0
10654,BERGS,10/3/1995,4,22,12,Sweden,Chef Anton's Cajun Seasoning,2,22,53,0,0,0,Condiments,264,0,0
10654,BERGS,10/3/1995,39,18,20,Sweden,Chartreuse verte,1,18,69,0,5,0,Beverages,360,0,0
10654,BERGS,10/3/1995,54,7.45,6,Sweden,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,44.7,0,0
10655,REGGC,10/4/1995,41,9.65,20,Italy,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,193,0,0
10656,GREAL,10/5/1995,14,23.25,3,USA,Tofu,7,23.25,35,0,0,0,Produce,69.75,0,0
10656,GREAL,10/5/1995,44,19.45,28,USA,Gula Malacca,2,19.45,27,0,15,0,Condiments,544.6,0,0
10656,GREAL,10/5/1995,47,9.5,6,USA,Zaanse koeken,3,9.5,36,0,0,0,Confections,57,0,0
10657,SAVEA,10/5/1995,15,15.5,50,USA,Genen Shouyu,2,15.5,39,0,5,0,Condiments,775,0,0
10657,SAVEA,10/5/1995,41,9.65,24,USA,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,231.6,0,0
10657,SAVEA,10/5/1995,46,12,45,USA,Spegesild,8,12,95,0,0,0,Seafood,540,0,0
10657,SAVEA,10/5/1995,47,9.5,10,USA,Zaanse koeken,3,9.5,36,0,0,0,Confections,95,0,0
10657,SAVEA,10/5/1995,56,38,45,USA,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,1710,0,0
10657,SAVEA,10/5/1995,60,34,30,USA,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,1020,0,0
10658,QUICK,10/6/1995,21,10,60,Germany,Sir Rodney's Scones,3,10,3,40,5,0,Confections,600,0,0
10658,QUICK,10/6/1995,40,18.4,70,Germany,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,1288,0,0
10658,QUICK,10/6/1995,60,34,55,Germany,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,1870,0,0
10658,QUICK,10/6/1995,77,13,70,Germany,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,910,0,0
10659,QUEEN,10/6/1995,31,12.5,20,Brazil,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,250,0,0
10659,QUEEN,10/6/1995,40,18.4,24,Brazil,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,441.6,0,0
10659,QUEEN,10/6/1995,70,15,40,Brazil,Outback Lager,1,15,15,10,30,0,Beverages,600,0,0
10660,HUNGC,10/9/1995,20,81,21,USA,Sir Rodney's Marmalade,3,81,40,0,0,0,Confections,1701,0,0
10661,HUNGO,10/10/1995,39,18,3,Ireland,Chartreuse verte,1,18,69,0,5,0,Beverages,54,0,0
10661,HUNGO,10/10/1995,58,13.25,49,Ireland,Escargots de Bourgogne,8,13.25,62,0,20,0,Seafood,649.25,0,0
10662,LONEP,10/10/1995,68,12.5,10,USA,Scottish Longbreads,3,12.5,6,10,15,0,Confections,125,0,0
10663,BONAP,10/11/1995,40,18.4,30,France,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,552,0,0
10663,BONAP,10/11/1995,42,14,30,France,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,420,0,0
10663,BONAP,10/11/1995,51,53,20,France,Manjimup Dried Apples,7,53,20,0,10,0,Produce,1060,0,0
10664,FURIB,10/11/1995,10,31,24,Portugal,Ikura,8,31,31,0,0,0,Seafood,744,0,0
10664,FURIB,10/11/1995,56,38,12,Portugal,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,456,0,0
10664,FURIB,10/11/1995,65,21.05,15,Portugal,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,315.75,0,0
10665,LONEP,10/12/1995,51,53,20,USA,Manjimup Dried Apples,7,53,20,0,10,0,Produce,1060,0,0
10665,LONEP,10/12/1995,59,55,1,USA,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,55,0,0
10665,LONEP,10/12/1995,76,18,10,USA,Lakkalikööri,1,18,57,0,20,0,Beverages,180,0,0
10666,RICSU,10/13/1995,29,123.79,36,Switzerland,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,4456.44,0,0
10666,RICSU,10/13/1995,65,21.05,10,Switzerland,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,210.5,0,0
10667,ERNSH,10/13/1995,69,36,45,Austria,Gudbrandsdalsost,4,36,26,0,15,0,Dairy Products,1620,0,0
10667,ERNSH,10/13/1995,71,21.5,14,Austria,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,301,0,0
10668,WANDK,10/16/1995,31,12.5,8,Germany,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,100,0,0
10668,WANDK,10/16/1995,55,24,4,Germany,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,96,0,0
10668,WANDK,10/16/1995,64,33.25,15,Germany,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,498.75,0,0
10669,SIMOB,10/16/1995,36,19,30,Denmark,Inlagd Sill,8,19,112,0,20,0,Seafood,570,0,0
10670,FRANK,10/17/1995,23,9,32,Germany,Tunnbröd,5,9,61,0,25,0,Grains/Cereals,288,0,0
10670,FRANK,10/17/1995,46,12,60,Germany,Spegesild,8,12,95,0,0,0,Seafood,720,0,0
10670,FRANK,10/17/1995,67,14,25,Germany,Laughing Lumberjack Lager,1,14,52,0,10,0,Beverages,350,0,0
10670,FRANK,10/17/1995,73,15,50,Germany,Röd Kaviar,8,15,101,0,5,0,Seafood,750,0,0
10670,FRANK,10/17/1995,75,7.75,25,Germany,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,193.75,0,0
10671,FRANR,10/18/1995,16,17.45,10,France,Pavlova,3,17.45,29,0,10,0,Confections,174.5,0,0
10671,FRANR,10/18/1995,62,49.3,10,France,Tarte au sucre,3,49.3,17,0,0,0,Confections,493,0,0
10671,FRANR,10/18/1995,65,21.05,12,France,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,252.6,0,0
10672,BERGS,10/18/1995,38,263.5,15,Sweden,Côte de Blaye,1,263.5,17,0,15,0,Beverages,3952.5,0,0
10672,BERGS,10/18/1995,71,21.5,12,Sweden,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,258,0,0
10673,WILMK,10/19/1995,16,17.45,3,Finland,Pavlova,3,17.45,29,0,10,0,Confections,52.35,0,0
10673,WILMK,10/19/1995,42,14,6,Finland,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,84,0,0
10673,WILMK,10/19/1995,43,46,6,Finland,Ipoh Coffee,1,46,17,10,25,0,Beverages,276,0,0
10674,ISLAT,10/19/1995,23,9,5,UK,Tunnbröd,5,9,61,0,25,0,Grains/Cereals,45,0,0
10675,FRANK,10/20/1995,14,23.25,30,Germany,Tofu,7,23.25,35,0,0,0,Produce,697.5,0,0
10675,FRANK,10/20/1995,53,32.8,10,Germany,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,328,0,0
10675,FRANK,10/20/1995,58,13.25,30,Germany,Escargots de Bourgogne,8,13.25,62,0,20,0,Seafood,397.5,0,0
10676,TORTU,10/23/1995,10,31,2,Mexico,Ikura,8,31,31,0,0,0,Seafood,62,0,0
10676,TORTU,10/23/1995,19,9.2,7,Mexico,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,64.4,0,0
10676,TORTU,10/23/1995,44,19.45,21,Mexico,Gula Malacca,2,19.45,27,0,15,0,Condiments,408.45,0,0
10677,ANTON,10/23/1995,26,31.23,30,Mexico,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,936.9,0,0
10677,ANTON,10/23/1995,33,2.5,8,Mexico,Geitost,4,2.5,112,0,20,0,Dairy Products,20,0,0
10678,SAVEA,10/24/1995,12,38,100,USA,Queso Manchego La Pastora,4,38,86,0,0,0,Dairy Products,3800,0,0
10678,SAVEA,10/24/1995,33,2.5,30,USA,Geitost,4,2.5,112,0,20,0,Dairy Products,75,0,0
10678,SAVEA,10/24/1995,41,9.65,120,USA,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,1158,0,0
10678,SAVEA,10/24/1995,54,7.45,30,USA,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,223.5,0,0
10679,BLONP,10/24/1995,59,55,12,France,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,660,0,0
10680,OLDWO,10/25/1995,16,17.45,50,USA,Pavlova,3,17.45,29,0,10,0,Confections,872.5,0,0
10680,OLDWO,10/25/1995,31,12.5,20,USA,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,250,0,0
10680,OLDWO,10/25/1995,42,14,40,USA,Singaporean Hokkien Fried Mee,5,14,26,0,0,1,Grains/Cereals,560,0,0
10681,GREAL,10/26/1995,19,9.2,30,USA,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,276,0,0
10681,GREAL,10/26/1995,21,10,12,USA,Sir Rodney's Scones,3,10,3,40,5,0,Confections,120,0,0
10681,GREAL,10/26/1995,64,33.25,28,USA,Wimmers gute Semmelknödel,5,33.25,22,80,30,0,Grains/Cereals,931,0,0
10682,ANTON,10/26/1995,33,2.5,30,Mexico,Geitost,4,2.5,112,0,20,0,Dairy Products,75,0,0
10682,ANTON,10/26/1995,66,17,4,Mexico,Louisiana Hot Spiced Okra,2,17,4,100,20,0,Condiments,68,0,0
10682,ANTON,10/26/1995,75,7.75,30,Mexico,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,232.5,0,0
10683,DUMON,10/27/1995,52,7,9,France,Filo Mix,5,7,38,0,25,0,Grains/Cereals,63,0,0
10684,OTTIK,10/27/1995,40,18.4,20,Germany,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,368,0,0
10684,OTTIK,10/27/1995,47,9.5,40,Germany,Zaanse koeken,3,9.5,36,0,0,0,Confections,380,0,0
10684,OTTIK,10/27/1995,60,34,30,Germany,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,1020,0,0
10685,GOURL,10/30/1995,10,31,20,Brazil,Ikura,8,31,31,0,0,0,Seafood,620,0,0
10685,GOURL,10/30/1995,41,9.65,4,Brazil,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,38.6,0,0
10685,GOURL,10/30/1995,47,9.5,15,Brazil,Zaanse koeken,3,9.5,36,0,0,0,Confections,142.5,0,0
10686,PICCO,10/31/1995,17,39,30,Austria,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,1170,0,0
10686,PICCO,10/31/1995,26,31.23,15,Austria,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,468.45,0,0
10687,HUNGO,10/31/1995,9,97,50,Ireland,Mishi Kobe Niku,6,97,29,0,0,1,Meat/Poultry,4850,0,0
10687,HUNGO,10/31/1995,29,123.79,10,Ireland,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,1237.9,0,0
10687,HUNGO,10/31/1995,36,19,6,Ireland,Inlagd Sill,8,19,112,0,20,0,Seafood,114,0,0
10688,VAFFE,11/1/1995,10,31,18,Denmark,Ikura,8,31,31,0,0,0,Seafood,558,0,0
10688,VAFFE,11/1/1995,28,45.6,60,Denmark,Rössle Sauerkraut,7,45.6,26,0,0,1,Produce,2736,0,0
10688,VAFFE,11/1/1995,34,14,14,Denmark,Sasquatch Ale,1,14,111,0,15,0,Beverages,196,0,0
10689,BERGS,11/1/1995,1,18,35,Sweden,Chai,1,18,39,0,10,0,Beverages,630,0,0
10690,HANAR,11/2/1995,56,38,20,Brazil,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,760,0,0
10690,HANAR,11/2/1995,77,13,30,Brazil,Original Frankfurter grüne Soße,2,13,32,0,15,0,Condiments,390,0,0
10691,QUICK,11/3/1995,1,18,30,Germany,Chai,1,18,39,0,10,0,Beverages,540,0,0
10691,QUICK,11/3/1995,29,123.79,40,Germany,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,4951.6,0,0
10691,QUICK,11/3/1995,43,46,40,Germany,Ipoh Coffee,1,46,17,10,25,0,Beverages,1840,0,0
10691,QUICK,11/3/1995,44,19.45,24,Germany,Gula Malacca,2,19.45,27,0,15,0,Condiments,466.8,0,0
10691,QUICK,11/3/1995,62,49.3,48,Germany,Tarte au sucre,3,49.3,17,0,0,0,Confections,2366.4,0,0
10692,ALFLI,11/3/1995,63,43.9,20,Germany,Vegie-spread,2,43.9,24,0,5,0,Condiments,878,0,0
10693,WHITC,11/6/1995,9,97,6,USA,Mishi Kobe Niku,6,97,29,0,0,1,Meat/Poultry,582,0,0
10693,WHITC,11/6/1995,54,7.45,60,USA,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,447,0,0
10693,WHITC,11/6/1995,69,36,30,USA,Gudbrandsdalsost,4,36,26,0,15,0,Dairy Products,1080,0,0
10693,WHITC,11/6/1995,73,15,15,USA,Röd Kaviar,8,15,101,0,5,0,Seafood,225,0,0
10694,QUICK,11/6/1995,7,30,90,Germany,Uncle Bob's Organic Dried Pears,7,30,15,0,10,0,Produce,2700,0,0
10694,QUICK,11/6/1995,59,55,25,Germany,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,1375,0,0
10694,QUICK,11/6/1995,70,15,50,Germany,Outback Lager,1,15,15,10,30,0,Beverages,750,0,0
10695,WILMK,11/7/1995,8,40,10,Finland,Northwoods Cranberry Sauce,2,40,6,0,0,0,Condiments,400,0,0
10695,WILMK,11/7/1995,12,38,4,Finland,Queso Manchego La Pastora,4,38,86,0,0,0,Dairy Products,152,0,0
10695,WILMK,11/7/1995,24,4.5,20,Finland,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,90,0,0
10696,WHITC,11/8/1995,17,39,20,USA,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,780,0,0
10696,WHITC,11/8/1995,46,12,18,USA,Spegesild,8,12,95,0,0,0,Seafood,216,0,0
10697,LINOD,11/8/1995,19,9.2,7,Venezuela,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,64.4,0,0
10697,LINOD,11/8/1995,35,18,9,Venezuela,Steeleye Stout,1,18,20,0,15,0,Beverages,162,0,0
10697,LINOD,11/8/1995,58,13.25,30,Venezuela,Escargots de Bourgogne,8,13.25,62,0,20,0,Seafood,397.5,0,0
10697,LINOD,11/8/1995,70,15,30,Venezuela,Outback Lager,1,15,15,10,30,0,Beverages,450,0,0
10698,ERNSH,11/9/1995,11,21,15,Austria,Queso Cabrales,4,21,22,30,30,0,Dairy Products,315,0,0
10698,ERNSH,11/9/1995,17,39,8,Austria,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,312,0,0
10698,ERNSH,11/9/1995,29,123.79,12,Austria,Thüringer Rostbratwurst,6,123.79,0,0,0,1,Meat/Poultry,1485.48,0,0
10698,ERNSH,11/9/1995,65,21.05,65,Austria,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,1368.25,0,0
10698,ERNSH,11/9/1995,70,15,8,Austria,Outback Lager,1,15,15,10,30,0,Beverages,120,0,0
10699,MORGK,11/9/1995,47,9.5,12,Germany,Zaanse koeken,3,9.5,36,0,0,0,Confections,114,0,0
10700,SAVEA,11/10/1995,1,18,5,USA,Chai,1,18,39,0,10,0,Beverages,90,0,0
10700,SAVEA,11/10/1995,34,14,12,USA,Sasquatch Ale,1,14,111,0,15,0,Beverages,168,0,0
10700,SAVEA,11/10/1995,68,12.5,40,USA,Scottish Longbreads,3,12.5,6,10,15,0,Confections,500,0,0
10700,SAVEA,11/10/1995,71,21.5,60,USA,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,1290,0,0
10701,HUNGO,11/13/1995,59,55,42,Ireland,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,2310,0,0
10701,HUNGO,11/13/1995,71,21.5,20,Ireland,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,430,0,0
10701,HUNGO,11/13/1995,76,18,35,Ireland,Lakkalikööri,1,18,57,0,20,0,Beverages,630,0,0
10702,ALFLI,11/13/1995,3,10,6,Germany,Aniseed Syrup,2,10,13,70,25,0,Condiments,60,0,0
10702,ALFLI,11/13/1995,76,18,15,Germany,Lakkalikööri,1,18,57,0,20,0,Beverages,270,0,0
10703,FOLKO,11/14/1995,2,19,5,Sweden,Chang,1,19,17,40,25,0,Beverages,95,0,0
10703,FOLKO,11/14/1995,59,55,35,Sweden,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,1925,0,0
10703,FOLKO,11/14/1995,73,15,35,Sweden,Röd Kaviar,8,15,101,0,5,0,Seafood,525,0,0
10704,QUEEN,11/14/1995,4,22,6,Brazil,Chef Anton's Cajun Seasoning,2,22,53,0,0,0,Condiments,132,0,0
10704,QUEEN,11/14/1995,24,4.5,35,Brazil,Guaraná Fantástica,1,4.5,20,0,0,1,Beverages,157.5,0,0
10704,QUEEN,11/14/1995,48,12.75,24,Brazil,Chocolade,3,12.75,15,70,25,0,Confections,306,0,0
10705,HILAA,11/15/1995,31,12.5,20,Venezuela,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,250,0,0
10705,HILAA,11/15/1995,32,32,4,Venezuela,Mascarpone Fabioli,4,32,9,40,25,0,Dairy Products,128,0,0
10706,OLDWO,11/16/1995,16,17.45,20,USA,Pavlova,3,17.45,29,0,10,0,Confections,349,0,0
10706,OLDWO,11/16/1995,43,46,24,USA,Ipoh Coffee,1,46,17,10,25,0,Beverages,1104,0,0
10706,OLDWO,11/16/1995,59,55,8,USA,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,440,0,0
10707,AROUT,11/16/1995,55,24,21,UK,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,504,0,0
10707,AROUT,11/16/1995,57,19.5,40,UK,Ravioli Angelo,5,19.5,36,0,20,0,Grains/Cereals,780,0,0
10707,AROUT,11/16/1995,70,15,28,UK,Outback Lager,1,15,15,10,30,0,Beverages,420,0,0
10708,THEBI,11/17/1995,5,21.35,4,USA,Chef Anton's Gumbo Mix,2,21.35,0,0,0,1,Condiments,85.4,0,0
10708,THEBI,11/17/1995,36,19,5,USA,Inlagd Sill,8,19,112,0,20,0,Seafood,95,0,0
10709,GOURL,11/17/1995,8,40,40,Brazil,Northwoods Cranberry Sauce,2,40,6,0,0,0,Condiments,1600,0,0
10709,GOURL,11/17/1995,51,53,28,Brazil,Manjimup Dried Apples,7,53,20,0,10,0,Produce,1484,0,0
10709,GOURL,11/17/1995,60,34,10,Brazil,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,340,0,0
10710,FRANS,11/20/1995,19,9.2,5,Italy,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,46,0,0
10710,FRANS,11/20/1995,47,9.5,5,Italy,Zaanse koeken,3,9.5,36,0,0,0,Confections,47.5,0,0
10711,SAVEA,11/21/1995,19,9.2,12,USA,Teatime Chocolate Biscuits,3,9.2,25,0,5,0,Confections,110.4,0,0
10711,SAVEA,11/21/1995,41,9.65,42,USA,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,405.3,0,0
10711,SAVEA,11/21/1995,53,32.8,120,USA,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,3936,0,0
10712,HUNGO,11/21/1995,53,32.8,3,Ireland,Perth Pasties,6,32.8,0,0,0,1,Meat/Poultry,98.4,0,0
10712,HUNGO,11/21/1995,56,38,30,Ireland,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,1140,0,0
10713,SAVEA,11/22/1995,10,31,18,USA,Ikura,8,31,31,0,0,0,Seafood,558,0,0
10713,SAVEA,11/22/1995,26,31.23,30,USA,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,936.9,0,0
10713,SAVEA,11/22/1995,45,9.5,110,USA,Røgede sild,8,9.5,5,70,15,0,Seafood,1045,0,0
10713,SAVEA,11/22/1995,46,12,24,USA,Spegesild,8,12,95,0,0,0,Seafood,288,0,0
10714,SAVEA,11/22/1995,2,19,30,USA,Chang,1,19,17,40,25,0,Beverages,570,0,0
10714,SAVEA,11/22/1995,17,39,27,USA,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,1053,0,0
10714,SAVEA,11/22/1995,47,9.5,50,USA,Zaanse koeken,3,9.5,36,0,0,0,Confections,475,0,0
10714,SAVEA,11/22/1995,56,38,18,USA,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,684,0,0
10714,SAVEA,11/22/1995,58,13.25,12,USA,Escargots de Bourgogne,8,13.25,62,0,20,0,Seafood,159,0,0
10715,BONAP,11/23/1995,10,31,21,France,Ikura,8,31,31,0,0,0,Seafood,651,0,0
10715,BONAP,11/23/1995,71,21.5,30,France,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,645,0,0
10716,RANCH,11/24/1995,21,10,5,Argentina,Sir Rodney's Scones,3,10,3,40,5,0,Confections,50,0,0
10716,RANCH,11/24/1995,51,53,7,Argentina,Manjimup Dried Apples,7,53,20,0,10,0,Produce,371,0,0
10716,RANCH,11/24/1995,61,28.5,10,Argentina,Sirop d'érable,2,28.5,113,0,25,0,Condiments,285,0,0
10717,FRANK,11/24/1995,21,10,32,Germany,Sir Rodney's Scones,3,10,3,40,5,0,Confections,320,0,0
10717,FRANK,11/24/1995,54,7.45,15,Germany,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,111.75,0,0
10717,FRANK,11/24/1995,69,36,25,Germany,Gudbrandsdalsost,4,36,26,0,15,0,Dairy Products,900,0,0
10718,KOENE,11/27/1995,12,38,36,Germany,Queso Manchego La Pastora,4,38,86,0,0,0,Dairy Products,1368,0,0
10718,KOENE,11/27/1995,16,17.45,20,Germany,Pavlova,3,17.45,29,0,10,0,Confections,349,0,0
10718,KOENE,11/27/1995,36,19,40,Germany,Inlagd Sill,8,19,112,0,20,0,Seafood,760,0,0
10718,KOENE,11/27/1995,62,49.3,20,Germany,Tarte au sucre,3,49.3,17,0,0,0,Confections,986,0,0
10719,LETSS,11/27/1995,18,62.5,12,USA,Carnarvon Tigers,8,62.5,42,0,0,0,Seafood,750,0,0
10719,LETSS,11/27/1995,30,25.89,3,USA,Nord-Ost Matjeshering,8,25.89,10,0,15,0,Seafood,77.67,0,0
10719,LETSS,11/27/1995,54,7.45,40,USA,Tourtière,6,7.45,21,0,10,0,Meat/Poultry,298,0,0
10720,QUEDE,11/28/1995,35,18,21,Brazil,Steeleye Stout,1,18,20,0,15,0,Beverages,378,0,0
10720,QUEDE,11/28/1995,71,21.5,8,Brazil,FlÃ¸temysost,4,21.5,26,0,0,0,Dairy Products,172,0,0
10721,QUICK,11/29/1995,44,19.45,50,Germany,Gula Malacca,2,19.45,27,0,15,0,Condiments,972.5,0,0
10722,SAVEA,11/29/1995,2,19,3,USA,Chang,1,19,17,40,25,0,Beverages,57,0,0
10722,SAVEA,11/29/1995,31,12.5,50,USA,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,625,0,0
10722,SAVEA,11/29/1995,68,12.5,45,USA,Scottish Longbreads,3,12.5,6,10,15,0,Confections,562.5,0,0
10722,SAVEA,11/29/1995,75,7.75,42,USA,Rhönbräu Klosterbier,1,7.75,125,0,25,0,Beverages,325.5,0,0
10723,WHITC,11/30/1995,26,31.23,15,USA,Gumbär Gummibärchen,3,31.23,15,0,0,0,Confections,468.45,0,0
10724,MEREP,11/30/1995,10,31,16,Canada,Ikura,8,31,31,0,0,0,Seafood,496,0,0
10724,MEREP,11/30/1995,61,28.5,5,Canada,Sirop d'érable,2,28.5,113,0,25,0,Condiments,142.5,0,0
10725,FAMIA,12/1/1995,41,9.65,12,Brazil,Jack's New England Clam Chowder,8,9.65,85,0,10,0,Seafood,115.8,0,0
10725,FAMIA,12/1/1995,52,7,4,Brazil,Filo Mix,5,7,38,0,25,0,Grains/Cereals,28,0,0
10725,FAMIA,12/1/1995,55,24,6,Brazil,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,144,0,0
10726,EASTC,12/4/1995,4,22,25,UK,Chef Anton's Cajun Seasoning,2,22,53,0,0,0,Condiments,550,0,0
10726,EASTC,12/4/1995,11,21,5,UK,Queso Cabrales,4,21,22,30,30,0,Dairy Products,105,0,0
10727,REGGC,12/4/1995,17,39,20,Italy,Alice Mutton,6,39,0,0,0,1,Meat/Poultry,780,0,0
10727,REGGC,12/4/1995,56,38,10,Italy,Gnocchi di nonna Alice,5,38,21,10,30,0,Grains/Cereals,380,0,0
10727,REGGC,12/4/1995,59,55,10,Italy,Raclette Courdavault,4,55,79,0,0,0,Dairy Products,550,0,0
10728,QUEEN,12/5/1995,30,25.89,15,Brazil,Nord-Ost Matjeshering,8,25.89,10,0,15,0,Seafood,388.35,0,0
10728,QUEEN,12/5/1995,40,18.4,6,Brazil,Boston Crab Meat,8,18.4,123,0,30,0,Seafood,110.4,0,0
10728,QUEEN,12/5/1995,55,24,12,Brazil,Pâté chinois,6,24,115,0,20,0,Meat/Poultry,288,0,0
10728,QUEEN,12/5/1995,60,34,15,Brazil,Camembert Pierrot,4,34,19,0,0,0,Dairy Products,510,0,0
10729,LINOD,12/5/1995,1,18,50,Venezuela,Chai,1,18,39,0,10,0,Beverages,900,0,0
10729,LINOD,12/5/1995,21,10,30,Venezuela,Sir Rodney's Scones,3,10,3,40,5,0,Confections,300,0,0
10729,LINOD,12/5/1995,50,16.25,40,Venezuela,Valkoinen suklaa,3,16.25,65,0,30,0,Confections,650,0,0
10730,BONAP,12/6/1995,16,17.45,15,France,Pavlova,3,17.45,29,0,10,0,Confections,261.75,0,0
10730,BONAP,12/6/1995,31,12.5,3,France,Gorgonzola Telino,4,12.5,0,70,20,0,Dairy Products,37.5,0,0
10730,BONAP,12/6/1995,65,21.05,10,France,Louisiana Fiery Hot Pepper Sauce,2,21.05,76,0,0,0,Condiments,210.5,0,0
10731,CHOPS,12/7/1995,21,10,40,Switzerland,Sir Rodney's Scones,3,10,3,40,5,0,Confections,400,0,0
10731,CHOPS,12/7/1995,51,53,30,Switzerland,Manjimup Dried Apples,7,53,20,0,10,0,Produce,1590,0,0
10732,BONAP,12/7/1995,76,18,20,France,Lakkalikööri,1,18,57,0,20,0,Beverages,360,0,0
10733,BERGS,12/8/1995,14,23.25,16,Sweden,Tofu,7,23.25,35,0,0,0,Produce,372,0,0
